season,round_num,event_name,country,location,event_date,session_one,session_two,session_three,session_four,session_five
1992,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1992,8,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1992,9,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1992,10,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1992,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1992,12,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1992,13,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1992,14,Portuguese Grand Prix,Portugal,Estoril,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1992,15,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1992,16,Australian Grand Prix,Australia,Adelaide,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,1,South African Grand Prix,South Africa,Midrand,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,2,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,3,European Grand Prix,UK,Castle Donington,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,4,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,8,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,9,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,10,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,12,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,13,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,14,Portuguese Grand Prix,Portugal,Estoril,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,15,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1993,16,Australian Grand Prix,Australia,Adelaide,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,1,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,2,Pacific Grand Prix,Japan,Okayama,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,3,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,4,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,6,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,7,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,8,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,9,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,10,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,11,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,12,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,13,Portuguese Grand Prix,Portugal,Estoril,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,14,European Grand Prix,Spain,Jerez de la Frontera,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,15,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1994,16,Australian Grand Prix,Australia,Adelaide,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,1,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,2,Argentine Grand Prix,Argentina,Buenos Aires,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,3,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,4,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,5,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,6,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,7,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,8,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,9,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,10,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,11,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,12,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,13,Portuguese Grand Prix,Portugal,Estoril,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,14,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,15,Pacific Grand Prix,Japan,Okayama,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,16,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1995,17,Australian Grand Prix,Australia,Adelaide,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,2,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,3,Argentine Grand Prix,Argentina,Buenos Aires,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,4,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,5,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,7,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,8,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,9,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,10,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,11,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,12,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,13,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,14,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,15,Portuguese Grand Prix,Portugal,Estoril,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1996,16,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,2,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,3,Argentine Grand Prix,Argentina,Buenos Aires,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,4,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,5,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,6,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,8,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,9,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,10,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,12,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,13,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,14,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,15,Luxembourg Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,16,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1997,17,European Grand Prix,Spain,Jerez de la Frontera,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,2,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,3,Argentine Grand Prix,Argentina,Buenos Aires,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,4,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,8,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,9,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,10,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,11,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,12,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,13,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,14,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,15,Luxembourg Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1998,16,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,2,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,3,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,4,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,6,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,7,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,8,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,9,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,10,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,12,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,13,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,14,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,15,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
1999,16,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,2,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,3,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,4,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,6,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,7,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,8,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,9,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,10,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,11,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,12,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,13,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,14,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,15,United States Grand Prix,USA,Indianapolis,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,16,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2000,17,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,3,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,4,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,6,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,7,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,8,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,9,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,10,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,11,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,12,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,13,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,14,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,15,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,16,United States Grand Prix,USA,Indianapolis,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2001,17,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,3,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,4,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,6,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,7,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,8,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,9,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,10,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,11,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,12,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,13,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,14,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,15,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,16,United States Grand Prix,USA,Indianapolis,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2002,17,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,3,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,4,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,6,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,7,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,8,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,9,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,10,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,11,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,12,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,13,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,14,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,15,United States Grand Prix,USA,Indianapolis,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2003,16,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,3,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,4,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,7,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,8,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,9,United States Grand Prix,USA,Indianapolis,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,10,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,11,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,12,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,13,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,14,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,15,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,16,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,17,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2004,18,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,3,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,4,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,7,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,8,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,9,United States Grand Prix,USA,Indianapolis,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,10,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,11,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,12,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,13,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,14,Turkish Grand Prix,Turkey,Istanbul,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,15,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,16,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,17,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,18,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2005,19,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,1,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,3,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,4,San Marino Grand Prix,Italy,Imola,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,5,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,6,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,7,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,8,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,9,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,10,United States Grand Prix,USA,Indianapolis,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,11,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,12,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,13,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,14,Turkish Grand Prix,Turkey,Istanbul,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,15,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,16,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,17,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2006,18,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,3,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,4,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,5,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,6,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,7,United States Grand Prix,USA,Indianapolis,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,8,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,9,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,10,European Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,12,Turkish Grand Prix,Turkey,Istanbul,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,13,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,14,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,15,Japanese Grand Prix,Japan,Oyama,,Practice 1,Practice 2,Practice 3,Qualifying,Race
