season,grand_prix,date,winner,constructor,laps,time,url
1989,United States,04 Jun 1989,Alain ProstPRO,McLaren Honda,75,2:01:33.133,https://www.formula1.com/en/results/1989/races/547/united-states/race-result
1989,Canada,18 Jun 1989,Thierry BoutsenBOU,Williams Renault,69,2:01:24.073,https://www.formula1.com/en/results/1989/races/548/canada/race-result
1989,France,09 Jul 1989,Alain ProstPRO,McLaren Honda,80,1:38:29.411,https://www.formula1.com/en/results/1989/races/549/france/race-result
1989,Great Britain,16 Jul 1989,Alain ProstPRO,McLaren Honda,64,1:19:22.131,https://www.formula1.com/en/results/1989/races/550/great-britain/race-result
1989,Germany,30 Jul 1989,Ayrton SennaSEN,McLaren Honda,45,1:21:43.302,https://www.formula1.com/en/results/1989/races/551/germany/race-result
1989,Hungary,13 Aug 1989,Nigel MansellMAN,Ferrari,77,1:49:38.650,https://www.formula1.com/en/results/1989/races/552/hungary/race-result
1989,Belgium,27 Aug 1989,Ayrton SennaSEN,McLaren Honda,44,1:40:54.196,https://www.formula1.com/en/results/1989/races/553/belgium/race-result
1989,Italy,10 Sep 1989,Alain ProstPRO,McLaren Honda,53,1:19:27.550,https://www.formula1.com/en/results/1989/races/554/italy/race-result
1989,Portugal,24 Sep 1989,Gerhard BergerBER,Ferrari,71,1:36:48.546,https://www.formula1.com/en/results/1989/races/555/portugal/race-result
1989,Spain,01 Oct 1989,Ayrton SennaSEN,McLaren Honda,72,1:47:48.264,https://www.formula1.com/en/results/1989/races/556/spain/race-result
1989,Japan,22 Oct 1989,Alessandro NanniniNAN,Benetton Ford,53,1:35:06.277,https://www.formula1.com/en/results/1989/races/557/japan/race-result
1989,Australia,05 Nov 1989,Thierry BoutsenBOU,Williams Renault,70,2:00:17.421,https://www.formula1.com/en/results/1989/races/558/australia/race-result
1990,United States,11 Mar 1990,Ayrton SennaSEN,McLaren Honda,72,1:52:32.829,https://www.formula1.com/en/results/1990/races/64/united-states/race-result
1990,Brazil,25 Mar 1990,Alain ProstPRO,Ferrari,71,1:37:21.258,https://www.formula1.com/en/results/1990/races/65/brazil/race-result
1990,San Marino,13 May 1990,Riccardo PatresePAT,Williams Renault,61,1:30:55.478,https://www.formula1.com/en/results/1990/races/66/san-marino/race-result
1990,Monaco,27 May 1990,Ayrton SennaSEN,McLaren Honda,78,1:52:46.982,https://www.formula1.com/en/results/1990/races/67/monaco/race-result
1990,Canada,10 Jun 1990,Ayrton SennaSEN,McLaren Honda,70,1:42:56.400,https://www.formula1.com/en/results/1990/races/68/canada/race-result
1990,Mexico,24 Jun 1990,Alain ProstPRO,Ferrari,69,1:32:35.783,https://www.formula1.com/en/results/1990/races/69/mexico/race-result
1990,France,08 Jul 1990,Alain ProstPRO,Ferrari,80,1:33:29.606,https://www.formula1.com/en/results/1990/races/70/france/race-result
1990,Great Britain,15 Jul 1990,Alain ProstPRO,Ferrari,64,1:18:30.999,https://www.formula1.com/en/results/1990/races/71/great-britain/race-result
1990,Germany,29 Jul 1990,Ayrton SennaSEN,McLaren Honda,45,1:20:47.164,https://www.formula1.com/en/results/1990/races/72/germany/race-result
1990,Hungary,12 Aug 1990,Thierry BoutsenBOU,Williams Renault,77,1:49:30.597,https://www.formula1.com/en/results/1990/races/73/hungary/race-result
1990,Belgium,26 Aug 1990,Ayrton SennaSEN,McLaren Honda,44,1:26:31.997,https://www.formula1.com/en/results/1990/races/74/belgium/race-result
1990,Italy,09 Sep 1990,Ayrton SennaSEN,McLaren Honda,53,1:17:57.878,https://www.formula1.com/en/results/1990/races/75/italy/race-result
1990,Portugal,23 Sep 1990,Nigel MansellMAN,Ferrari,61,1:22:11.014,https://www.formula1.com/en/results/1990/races/76/portugal/race-result
1990,Spain,30 Sep 1990,Alain ProstPRO,Ferrari,73,1:48:01.461,https://www.formula1.com/en/results/1990/races/77/spain/race-result
1990,Japan,21 Oct 1990,Nelson PiquetPIQ,Benetton Ford,53,1:34:36.824,https://www.formula1.com/en/results/1990/races/78/japan/race-result
1990,Australia,04 Nov 1990,Nelson PiquetPIQ,Benetton Ford,81,1:49:44.570,https://www.formula1.com/en/results/1990/races/79/australia/race-result
1991,United States,10 Mar 1991,Ayrton SennaSEN,McLaren Honda,81,2:00:47.828,https://www.formula1.com/en/results/1991/races/559/united-states/race-result
1991,Brazil,24 Mar 1991,Ayrton SennaSEN,McLaren Honda,71,1:38:28.128,https://www.formula1.com/en/results/1991/races/560/brazil/race-result
1991,San Marino,28 Apr 1991,Ayrton SennaSEN,McLaren Honda,61,1:35:14.750,https://www.formula1.com/en/results/1991/races/561/san-marino/race-result
1991,Monaco,12 May 1991,Ayrton SennaSEN,McLaren Honda,78,1:53:02.334,https://www.formula1.com/en/results/1991/races/562/monaco/race-result
1991,Canada,02 Jun 1991,Nelson PiquetPIQ,Benetton Ford,69,1:38:51.490,https://www.formula1.com/en/results/1991/races/563/canada/race-result
1991,Mexico,16 Jun 1991,Riccardo PatresePAT,Williams Renault,67,1:29:52.205,https://www.formula1.com/en/results/1991/races/564/mexico/race-result
1991,France,07 Jul 1991,Nigel MansellMAN,Williams Renault,72,1:38:00.056,https://www.formula1.com/en/results/1991/races/565/france/race-result
1991,Great Britain,14 Jul 1991,Nigel MansellMAN,Williams Renault,59,1:27:35.479,https://www.formula1.com/en/results/1991/races/566/great-britain/race-result
1991,Germany,28 Jul 1991,Nigel MansellMAN,Williams Renault,45,1:19:29.661,https://www.formula1.com/en/results/1991/races/567/germany/race-result
1991,Hungary,11 Aug 1991,Ayrton SennaSEN,McLaren Honda,77,1:49:12.796,https://www.formula1.com/en/results/1991/races/568/hungary/race-result
1991,Belgium,25 Aug 1991,Ayrton SennaSEN,McLaren Honda,44,1:27:17.669,https://www.formula1.com/en/results/1991/races/569/belgium/race-result
1991,Italy,08 Sep 1991,Nigel MansellMAN,Williams Renault,53,1:17:54.319,https://www.formula1.com/en/results/1991/races/570/italy/race-result
1991,Portugal,22 Sep 1991,Riccardo PatresePAT,Williams Renault,71,1:35:42.304,https://www.formula1.com/en/results/1991/races/571/portugal/race-result
1991,Spain,29 Sep 1991,Nigel MansellMAN,Williams Renault,65,1:38:41.541,https://www.formula1.com/en/results/1991/races/572/spain/race-result
1991,Japan,20 Oct 1991,Gerhard BergerBER,McLaren Honda,53,1:32:10.695,https://www.formula1.com/en/results/1991/races/573/japan/race-result
1991,Australia,03 Nov 1991,Ayrton SennaSEN,McLaren Honda,14,24:34.899,https://www.formula1.com/en/results/1991/races/574/australia/race-result
1992,South Africa,01 Mar 1992,Nigel MansellMAN,Williams Renault,72,1:36:45.320,https://www.formula1.com/en/results/1992/races/2/south-africa/race-result
1992,Mexico,22 Mar 1992,Nigel MansellMAN,Williams Renault,69,1:31:53.587,https://www.formula1.com/en/results/1992/races/575/mexico/race-result
1992,Brazil,05 Apr 1992,Nigel MansellMAN,Williams Renault,71,1:36:51.856,https://www.formula1.com/en/results/1992/races/576/brazil/race-result
1992,Spain,03 May 1992,Nigel MansellMAN,Williams Renault,65,1:56:10.674,https://www.formula1.com/en/results/1992/races/577/spain/race-result
1992,San Marino,17 May 1992,Nigel MansellMAN,Williams Renault,60,1:28:40.927,https://www.formula1.com/en/results/1992/races/578/san-marino/race-result
1992,Monaco,31 May 1992,Ayrton SennaSEN,McLaren Honda,78,1:50:59.372,https://www.formula1.com/en/results/1992/races/579/monaco/race-result
1992,Canada,14 Jun 1992,Gerhard BergerBER,McLaren Honda,69,1:37:08.299,https://www.formula1.com/en/results/1992/races/580/canada/race-result
1992,France,05 Jul 1992,Nigel MansellMAN,Williams Renault,69,1:38:08.459,https://www.formula1.com/en/results/1992/races/581/france/race-result
1992,Great Britain,12 Jul 1992,Nigel MansellMAN,Williams Renault,59,1:25:42.991,https://www.formula1.com/en/results/1992/races/582/great-britain/race-result
1992,Germany,26 Jul 1992,Nigel MansellMAN,Williams Renault,45,1:18:22.032,https://www.formula1.com/en/results/1992/races/583/germany/race-result
1992,Hungary,16 Aug 1992,Ayrton SennaSEN,McLaren Honda,77,1:46:19.216,https://www.formula1.com/en/results/1992/races/584/hungary/race-result
1992,Belgium,30 Aug 1992,Michael SchumacherMSC,Benetton Ford,44,1:36:10.721,https://www.formula1.com/en/results/1992/races/585/belgium/race-result
1992,Italy,13 Sep 1992,Ayrton SennaSEN,McLaren Honda,53,1:18:15.349,https://www.formula1.com/en/results/1992/races/586/italy/race-result
1992,Portugal,27 Sep 1992,Nigel MansellMAN,Williams Renault,71,1:34:46.659,https://www.formula1.com/en/results/1992/races/587/portugal/race-result
1992,Japan,25 Oct 1992,Riccardo PatresePAT,Williams Renault,53,1:33:09.553,https://www.formula1.com/en/results/1992/races/588/japan/race-result
1992,Australia,08 Nov 1992,Gerhard BergerBER,McLaren Honda,82,1:46:54.786,https://www.formula1.com/en/results/1992/races/589/australia/race-result
1993,South Africa,14 Mar 1993,Alain ProstPRO,Williams Renault,72,1:38:45.082,https://www.formula1.com/en/results/1993/races/590/south-africa/race-result
1993,Brazil,28 Mar 1993,Ayrton SennaSEN,McLaren Ford,71,1:51:15.485,https://www.formula1.com/en/results/1993/races/591/brazil/race-result
1993,Europe,11 Apr 1993,Ayrton SennaSEN,McLaren Ford,76,1:50:46.570,https://www.formula1.com/en/results/1993/races/592/europe/race-result
1993,San Marino,25 Apr 1993,Alain ProstPRO,Williams Renault,61,1:33:20.413,https://www.formula1.com/en/results/1993/races/593/san-marino/race-result
1993,Spain,09 May 1993,Alain ProstPRO,Williams Renault,65,1:32:27.685,https://www.formula1.com/en/results/1993/races/594/spain/race-result
1993,Monaco,23 May 1993,Ayrton SennaSEN,McLaren Ford,78,1:52:10.947,https://www.formula1.com/en/results/1993/races/595/monaco/race-result
1993,Canada,13 Jun 1993,Alain ProstPRO,Williams Renault,69,1:36:41.822,https://www.formula1.com/en/results/1993/races/596/canada/race-result
1993,France,04 Jul 1993,Alain ProstPRO,Williams Renault,72,1:38:35.241,https://www.formula1.com/en/results/1993/races/597/france/race-result
1993,Great Britain,11 Jul 1993,Alain ProstPRO,Williams Renault,59,1:25:38.189,https://www.formula1.com/en/results/1993/races/3/great-britain/race-result
1993,Germany,25 Jul 1993,Alain ProstPRO,Williams Renault,45,1:18:40.885,https://www.formula1.com/en/results/1993/races/598/germany/race-result
1993,Hungary,15 Aug 1993,Damon HillHIL,Williams Renault,77,1:47:39.098,https://www.formula1.com/en/results/1993/races/599/hungary/race-result
1993,Belgium,29 Aug 1993,Damon HillHIL,Williams Renault,44,1:24:32.124,https://www.formula1.com/en/results/1993/races/600/belgium/race-result
1993,Italy,12 Sep 1993,Damon HillHIL,Williams Renault,53,1:17:07.509,https://www.formula1.com/en/results/1993/races/601/italy/race-result
1993,Portugal,26 Sep 1993,Michael SchumacherMSC,Benetton Ford,71,1:32:46.309,https://www.formula1.com/en/results/1993/races/602/portugal/race-result
1993,Japan,24 Oct 1993,Ayrton SennaSEN,McLaren Ford,53,1:40:27.912,https://www.formula1.com/en/results/1993/races/603/japan/race-result
1993,Australia,07 Nov 1993,Ayrton SennaSEN,McLaren Ford,79,1:43:27.476,https://www.formula1.com/en/results/1993/races/604/australia/race-result
1994,Brazil,27 Mar 1994,Michael SchumacherMSC,Benetton Ford,71,1:35:38.759,https://www.formula1.com/en/results/1994/races/605/brazil/race-result
1994,Pacific,17 Apr 1994,Michael SchumacherMSC,Benetton Ford,83,1:46:01.693,https://www.formula1.com/en/results/1994/races/606/pacific/race-result
1994,San Marino,01 May 1994,Michael SchumacherMSC,Benetton Ford,58,1:28:28.642,https://www.formula1.com/en/results/1994/races/607/san-marino/race-result
1994,Monaco,15 May 1994,Michael SchumacherMSC,Benetton Ford,78,1:49:55.372,https://www.formula1.com/en/results/1994/races/608/monaco/race-result
1994,Spain,29 May 1994,Damon HillHIL,Williams Renault,65,1:36:14.374,https://www.formula1.com/en/results/1994/races/609/spain/race-result
1994,Canada,12 Jun 1994,Michael SchumacherMSC,Benetton Ford,69,1:44:31.887,https://www.formula1.com/en/results/1994/races/610/canada/race-result
1994,France,03 Jul 1994,Michael SchumacherMSC,Benetton Ford,72,1:38:35.704,https://www.formula1.com/en/results/1994/races/611/france/race-result
1994,Great Britain,10 Jul 1994,Damon HillHIL,Williams Renault,60,1:30:03.640,https://www.formula1.com/en/results/1994/races/612/great-britain/race-result
1994,Germany,31 Jul 1994,Gerhard BergerBER,Ferrari,45,1:22:37.272,https://www.formula1.com/en/results/1994/races/613/germany/race-result
1994,Hungary,14 Aug 1994,Michael SchumacherMSC,Benetton Ford,77,1:48:00.185,https://www.formula1.com/en/results/1994/races/614/hungary/race-result
1994,Belgium,28 Aug 1994,Damon HillHIL,Williams Renault,44,1:28:47.170,https://www.formula1.com/en/results/1994/races/615/belgium/race-result
1994,Italy,11 Sep 1994,Damon HillHIL,Williams Renault,53,1:18:02.754,https://www.formula1.com/en/results/1994/races/616/italy/race-result
1994,Portugal,25 Sep 1994,Damon HillHIL,Williams Renault,71,1:41:10.165,https://www.formula1.com/en/results/1994/races/617/portugal/race-result
1994,Europe,16 Oct 1994,Michael SchumacherMSC,Benetton Ford,69,1:40:26.689,https://www.formula1.com/en/results/1994/races/618/europe/race-result
1994,Japan,06 Nov 1994,Damon HillHIL,Williams Renault,50,1:55:53.532,https://www.formula1.com/en/results/1994/races/619/japan/race-result
1994,Australia,13 Nov 1994,Nigel MansellMAN,Williams Renault,81,1:47:51.480,https://www.formula1.com/en/results/1994/races/620/australia/race-result
1995,Brazil,26 Mar 1995,Michael SchumacherMSC,Benetton Renault,71,1:38:34.154,https://www.formula1.com/en/results/1995/races/621/brazil/race-result
1995,Argentina,09 Apr 1995,Damon HillHIL,Williams Renault,71,1:51:39.531,https://www.formula1.com/en/results/1995/races/622/argentina/race-result
1995,San Marino,30 Apr 1995,Damon HillHIL,Williams Renault,63,1:41:42.552,https://www.formula1.com/en/results/1995/races/623/san-marino/race-result
1995,Spain,14 May 1995,Michael SchumacherMSC,Benetton Renault,65,1:34:20.507,https://www.formula1.com/en/results/1995/races/624/spain/race-result
1995,Monaco,28 May 1995,Michael SchumacherMSC,Benetton Renault,78,1:53:11.258,https://www.formula1.com/en/results/1995/races/625/monaco/race-result
1995,Canada,11 Jun 1995,Jean AlesiALE,Ferrari,69,1:46:31.333,https://www.formula1.com/en/results/1995/races/626/canada/race-result
1995,France,02 Jul 1995,Michael SchumacherMSC,Benetton Renault,72,1:38:28.429,https://www.formula1.com/en/results/1995/races/627/france/race-result
1995,Great Britain,16 Jul 1995,Johnny HerbertHER,Benetton Renault,61,1:34:35.093,https://www.formula1.com/en/results/1995/races/628/great-britain/race-result
1995,Germany,30 Jul 1995,Michael SchumacherMSC,Benetton Renault,45,1:22:56.043,https://www.formula1.com/en/results/1995/races/629/germany/race-result
1995,Hungary,13 Aug 1995,Damon HillHIL,Williams Renault,77,1:46:25.721,https://www.formula1.com/en/results/1995/races/630/hungary/race-result
1995,Belgium,27 Aug 1995,Michael SchumacherMSC,Benetton Renault,44,1:36:47.875,https://www.formula1.com/en/results/1995/races/631/belgium/race-result
1995,Italy,10 Sep 1995,Johnny HerbertHER,Benetton Renault,53,1:18:27.916,https://www.formula1.com/en/results/1995/races/632/italy/race-result
1995,Portugal,24 Sep 1995,David CoulthardCOU,Williams Renault,71,1:41:52.145,https://www.formula1.com/en/results/1995/races/633/portugal/race-result
1995,Europe,01 Oct 1995,Michael SchumacherMSC,Benetton Renault,67,1:39:59.044,https://www.formula1.com/en/results/1995/races/634/europe/race-result
1995,Pacific,22 Oct 1995,Michael SchumacherMSC,Benetton Renault,83,1:48:49.972,https://www.formula1.com/en/results/1995/races/635/pacific/race-result
1995,Japan,29 Oct 1995,Michael SchumacherMSC,Benetton Renault,53,1:36:52.930,https://www.formula1.com/en/results/1995/races/636/japan/race-result
1995,Australia,12 Nov 1995,Damon HillHIL,Williams Renault,81,1:49:15.946,https://www.formula1.com/en/results/1995/races/637/australia/race-result
1996,Australia,10 Mar 1996,Damon HillHIL,Williams Renault,58,1:32:50.491,https://www.formula1.com/en/results/1996/races/638/australia/race-result
1996,Brazil,31 Mar 1996,Damon HillHIL,Williams Renault,71,1:49:52.976,https://www.formula1.com/en/results/1996/races/639/brazil/race-result
1996,Argentina,07 Apr 1996,Damon HillHIL,Williams Renault,72,1:54:55.322,https://www.formula1.com/en/results/1996/races/640/argentina/race-result
1996,Europe,28 Apr 1996,Jacques VilleneuveVIL,Williams Renault,67,1:33:26.473,https://www.formula1.com/en/results/1996/races/641/europe/race-result
1996,San Marino,05 May 1996,Damon HillHIL,Williams Renault,63,1:35:26.156,https://www.formula1.com/en/results/1996/races/642/san-marino/race-result
1996,Monaco,19 May 1996,Olivier PanisPAN,Ligier Mugen Honda,75,2:00:45.629,https://www.formula1.com/en/results/1996/races/643/monaco/race-result
1996,Spain,02 Jun 1996,Michael SchumacherMSC,Ferrari,65,1:59:49.307,https://www.formula1.com/en/results/1996/races/644/spain/race-result
1996,Canada,16 Jun 1996,Damon HillHIL,Williams Renault,69,1:36:03.465,https://www.formula1.com/en/results/1996/races/645/canada/race-result
1996,France,30 Jun 1996,Damon HillHIL,Williams Renault,72,1:36:28.795,https://www.formula1.com/en/results/1996/races/646/france/race-result
1996,Great Britain,14 Jul 1996,Jacques VilleneuveVIL,Williams Renault,61,1:33:00.874,https://www.formula1.com/en/results/1996/races/647/great-britain/race-result
1996,Germany,28 Jul 1996,Damon HillHIL,Williams Renault,45,1:21:43.417,https://www.formula1.com/en/results/1996/races/648/germany/race-result
1996,Hungary,11 Aug 1996,Jacques VilleneuveVIL,Williams Renault,77,1:46:21.134,https://www.formula1.com/en/results/1996/races/649/hungary/race-result
1996,Belgium,25 Aug 1996,Michael SchumacherMSC,Ferrari,44,1:28:15.125,https://www.formula1.com/en/results/1996/races/650/belgium/race-result
1996,Italy,08 Sep 1996,Michael SchumacherMSC,Ferrari,53,1:17:43.632,https://www.formula1.com/en/results/1996/races/651/italy/race-result
1996,Portugal,22 Sep 1996,Jacques VilleneuveVIL,Williams Renault,70,1:40:22.915,https://www.formula1.com/en/results/1996/races/652/portugal/race-result
1996,Japan,13 Oct 1996,Damon HillHIL,Williams Renault,52,1:32:33.791,https://www.formula1.com/en/results/1996/races/653/japan/race-result
1997,Australia,09 Mar 1997,David CoulthardCOU,McLaren Mercedes,58,1:30:28.718,https://www.formula1.com/en/results/1997/races/654/australia/race-result
1997,Brazil,30 Mar 1997,Jacques VilleneuveVIL,Williams Renault,72,1:36:06.990,https://www.formula1.com/en/results/1997/races/655/brazil/race-result
1997,Argentina,13 Apr 1997,Jacques VilleneuveVIL,Williams Renault,72,1:52:01.715,https://www.formula1.com/en/results/1997/races/656/argentina/race-result
1997,San Marino,27 Apr 1997,Heinz-Harald FrentzenFRE,Williams Renault,62,1:31:00.673,https://www.formula1.com/en/results/1997/races/657/san-marino/race-result
1997,Monaco,11 May 1997,Michael SchumacherMSC,Ferrari,62,2:00:05.654,https://www.formula1.com/en/results/1997/races/658/monaco/race-result
1997,Spain,25 May 1997,Jacques VilleneuveVIL,Williams Renault,64,1:30:35.896,https://www.formula1.com/en/results/1997/races/659/spain/race-result
1997,Canada,15 Jun 1997,Michael SchumacherMSC,Ferrari,54,1:17:40.646,https://www.formula1.com/en/results/1997/races/660/canada/race-result
1997,France,29 Jun 1997,Michael SchumacherMSC,Ferrari,72,1:38:50.492,https://www.formula1.com/en/results/1997/races/661/france/race-result
1997,Great Britain,13 Jul 1997,Jacques VilleneuveVIL,Williams Renault,59,1:28:01.665,https://www.formula1.com/en/results/1997/races/662/great-britain/race-result
1997,Germany,27 Jul 1997,Gerhard BergerBER,Benetton Renault,45,1:20:59.046,https://www.formula1.com/en/results/1997/races/663/germany/race-result
1997,Hungary,10 Aug 1997,Jacques VilleneuveVIL,Williams Renault,77,1:45:47.149,https://www.formula1.com/en/results/1997/races/664/hungary/race-result
1997,Belgium,24 Aug 1997,Michael SchumacherMSC,Ferrari,44,1:33:46.717,https://www.formula1.com/en/results/1997/races/665/belgium/race-result
1997,Italy,07 Sep 1997,David CoulthardCOU,McLaren Mercedes,53,1:17:04.609,https://www.formula1.com/en/results/1997/races/666/italy/race-result
1997,Austria,21 Sep 1997,Jacques VilleneuveVIL,Williams Renault,71,1:27:35.999,https://www.formula1.com/en/results/1997/races/667/austria/race-result
1997,Luxembourg,28 Sep 1997,Jacques VilleneuveVIL,Williams Renault,67,1:31:27.843,https://www.formula1.com/en/results/1997/races/668/luxembourg/race-result
1997,Japan,12 Oct 1997,Michael SchumacherMSC,Ferrari,53,1:29:48.446,https://www.formula1.com/en/results/1997/races/669/japan/race-result
1997,Europe,26 Oct 1997,Mika HakkinenHAK,McLaren Mercedes,69,1:38:57.771,https://www.formula1.com/en/results/1997/races/670/europe/race-result
1998,Australia,08 Mar 1998,Mika HakkinenHAK,McLaren Mercedes,58,1:31:45.996,https://www.formula1.com/en/results/1998/races/671/australia/race-result
1998,Brazil,29 Mar 1998,Mika HakkinenHAK,McLaren Mercedes,72,1:37:11.747,https://www.formula1.com/en/results/1998/races/672/brazil/race-result
1998,Argentina,12 Apr 1998,Michael SchumacherMSC,Ferrari,72,1:48:36.175,https://www.formula1.com/en/results/1998/races/673/argentina/race-result
1998,San Marino,26 Apr 1998,David CoulthardCOU,McLaren Mercedes,62,1:34:24.593,https://www.formula1.com/en/results/1998/races/674/san-marino/race-result
1998,Spain,10 May 1998,Mika HakkinenHAK,McLaren Mercedes,65,1:33:37.621,https://www.formula1.com/en/results/1998/races/675/spain/race-result
1998,Monaco,24 May 1998,Mika HakkinenHAK,McLaren Mercedes,78,1:51:23.595,https://www.formula1.com/en/results/1998/races/676/monaco/race-result
1998,Canada,07 Jun 1998,Michael SchumacherMSC,Ferrari,69,1:40:57.355,https://www.formula1.com/en/results/1998/races/677/canada/race-result
1998,France,28 Jun 1998,Michael SchumacherMSC,Ferrari,71,1:34:45.026,https://www.formula1.com/en/results/1998/races/678/france/race-result
1998,Great Britain,12 Jul 1998,Michael SchumacherMSC,Ferrari,60,1:47:02.450,https://www.formula1.com/en/results/1998/races/679/great-britain/race-result
1998,Austria,26 Jul 1998,Mika HakkinenHAK,McLaren Mercedes,71,1:30:44.086,https://www.formula1.com/en/results/1998/races/680/austria/race-result
1998,Germany,02 Aug 1998,Mika HakkinenHAK,McLaren Mercedes,45,1:20:47.984,https://www.formula1.com/en/results/1998/races/681/germany/race-result
1998,Hungary,16 Aug 1998,Michael SchumacherMSC,Ferrari,77,1:45:25.550,https://www.formula1.com/en/results/1998/races/682/hungary/race-result
1998,Belgium,30 Aug 1998,Damon HillHIL,Jordan Mugen Honda,44,1:43:47.407,https://www.formula1.com/en/results/1998/races/683/belgium/race-result
1998,Italy,13 Sep 1998,Michael SchumacherMSC,Ferrari,53,1:17:09.672,https://www.formula1.com/en/results/1998/races/684/italy/race-result
1998,Luxembourg,27 Sep 1998,Mika HakkinenHAK,McLaren Mercedes,67,1:32:14.789,https://www.formula1.com/en/results/1998/races/685/luxembourg/race-result
1998,Japan,01 Nov 1998,Mika HakkinenHAK,McLaren Mercedes,51,1:27:22.535,https://www.formula1.com/en/results/1998/races/686/japan/race-result
1999,Australia,07 Mar 1999,Eddie IrvineIRV,Ferrari,57,1:35:01.659,https://www.formula1.com/en/results/1999/races/687/australia/race-result
1999,Brazil,11 Apr 1999,Mika HakkinenHAK,McLaren Mercedes,72,1:36:03.785,https://www.formula1.com/en/results/1999/races/688/brazil/race-result
1999,San Marino,02 May 1999,Michael SchumacherMSC,Ferrari,62,1:33:44.792,https://www.formula1.com/en/results/1999/races/689/san-marino/race-result
1999,Monaco,16 May 1999,Michael SchumacherMSC,Ferrari,78,1:49:31.812,https://www.formula1.com/en/results/1999/races/690/monaco/race-result
1999,Spain,30 May 1999,Mika HakkinenHAK,McLaren Mercedes,65,1:34:13.665,https://www.formula1.com/en/results/1999/races/691/spain/race-result
1999,Canada,13 Jun 1999,Mika HakkinenHAK,McLaren Mercedes,69,1:41:35.727,https://www.formula1.com/en/results/1999/races/692/canada/race-result
1999,France,27 Jun 1999,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,72,1:58:24.343,https://www.formula1.com/en/results/1999/races/693/france/race-result
1999,Great Britain,11 Jul 1999,David CoulthardCOU,McLaren Mercedes,60,1:32:30.144,https://www.formula1.com/en/results/1999/races/694/great-britain/race-result
1999,Austria,25 Jul 1999,Eddie IrvineIRV,Ferrari,71,1:28:12.438,https://www.formula1.com/en/results/1999/races/695/austria/race-result
1999,Germany,01 Aug 1999,Eddie IrvineIRV,Ferrari,45,1:21:58.594,https://www.formula1.com/en/results/1999/races/696/germany/race-result
1999,Hungary,15 Aug 1999,Mika HakkinenHAK,McLaren Mercedes,77,1:46:23.536,https://www.formula1.com/en/results/1999/races/697/hungary/race-result
1999,Belgium,29 Aug 1999,David CoulthardCOU,McLaren Mercedes,44,1:25:43.057,https://www.formula1.com/en/results/1999/races/698/belgium/race-result
1999,Italy,12 Sep 1999,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,53,1:17:02.923,https://www.formula1.com/en/results/1999/races/699/italy/race-result
1999,Europe,26 Sep 1999,Johnny HerbertHER,Stewart Ford,66,1:41:54.314,https://www.formula1.com/en/results/1999/races/700/europe/race-result
1999,Malaysia,17 Oct 1999,Eddie IrvineIRV,Ferrari,56,1:36:38.494,https://www.formula1.com/en/results/1999/races/701/malaysia/race-result
1999,Japan,31 Oct 1999,Mika HakkinenHAK,McLaren Mercedes,53,1:31:18.785,https://www.formula1.com/en/results/1999/races/702/japan/race-result
2000,Australia,12 Mar 2000,Michael SchumacherMSC,Ferrari,58,1:34:01.987,https://www.formula1.com/en/results/2000/races/47/australia/race-result
2000,Brazil,26 Mar 2000,Michael SchumacherMSC,Ferrari,71,1:31:35.271,https://www.formula1.com/en/results/2000/races/48/brazil/race-result
2000,San Marino,09 Apr 2000,Michael SchumacherMSC,Ferrari,62,1:31:39.776,https://www.formula1.com/en/results/2000/races/49/san-marino/race-result
2000,Great Britain,23 Apr 2000,David CoulthardCOU,McLaren Mercedes,60,1:28:50.108,https://www.formula1.com/en/results/2000/races/50/great-britain/race-result
2000,Spain,07 May 2000,Mika HakkinenHAK,McLaren Mercedes,65,1:33:55.390,https://www.formula1.com/en/results/2000/races/51/spain/race-result
2000,Europe,21 May 2000,Michael SchumacherMSC,Ferrari,67,1:42:00.307,https://www.formula1.com/en/results/2000/races/52/europe/race-result
2000,Monaco,04 Jun 2000,David CoulthardCOU,McLaren Mercedes,78,1:49:28.213,https://www.formula1.com/en/results/2000/races/53/monaco/race-result
2000,Canada,18 Jun 2000,Michael SchumacherMSC,Ferrari,69,1:41:12.313,https://www.formula1.com/en/results/2000/races/54/canada/race-result
2000,France,02 Jul 2000,David CoulthardCOU,McLaren Mercedes,72,1:38:05.538,https://www.formula1.com/en/results/2000/races/55/france/race-result
2000,Austria,16 Jul 2000,Mika HakkinenHAK,McLaren Mercedes,71,1:28:15.818,https://www.formula1.com/en/results/2000/races/56/austria/race-result
2000,Germany,30 Jul 2000,Rubens BarrichelloBAR,Ferrari,45,1:25:34.418,https://www.formula1.com/en/results/2000/races/57/germany/race-result
2000,Hungary,13 Aug 2000,Mika HakkinenHAK,McLaren Mercedes,77,1:45:33.869,https://www.formula1.com/en/results/2000/races/58/hungary/race-result
2000,Belgium,27 Aug 2000,Mika HakkinenHAK,McLaren Mercedes,44,1:28:14.494,https://www.formula1.com/en/results/2000/races/59/belgium/race-result
2000,Italy,10 Sep 2000,Michael SchumacherMSC,Ferrari,53,1:27:31.638,https://www.formula1.com/en/results/2000/races/60/italy/race-result
2000,United States,24 Sep 2000,Michael SchumacherMSC,Ferrari,73,1:36:30.883,https://www.formula1.com/en/results/2000/races/61/united-states/race-result
