season,grand_prix,date,winner,constructor,laps,time,url
2011,Germany,24 Jul 2011,Lewis HamiltonHAM,McLaren Mercedes,60,1:37:30.334,https://www.formula1.com/en/results/2011/races/37/germany/race-result
2011,Hungary,31 Jul 2011,Jenson ButtonBUT,McLaren Mercedes,70,1:46:42.337,https://www.formula1.com/en/results/2011/races/38/hungary/race-result
2011,Belgium,28 Aug 2011,Sebastian VettelVET,Red Bull Racing Renault,44,1:26:44.893,https://www.formula1.com/en/results/2011/races/39/belgium/race-result
2011,Italy,11 Sep 2011,Sebastian VettelVET,Red Bull Racing Renault,53,1:20:46.172,https://www.formula1.com/en/results/2011/races/40/italy/race-result
2011,Singapore,25 Sep 2011,Sebastian VettelVET,Red Bull Racing Renault,61,1:59:06.757,https://www.formula1.com/en/results/2011/races/41/singapore/race-result
2011,Japan,09 Oct 2011,Jenson ButtonBUT,McLaren Mercedes,53,1:30:53.427,https://www.formula1.com/en/results/2011/races/42/japan/race-result
2011,South Korea,16 Oct 2011,Sebastian VettelVET,Red Bull Racing Renault,55,1:38:01.994,https://www.formula1.com/en/results/2011/races/43/south-korea/race-result
2011,India,30 Oct 2011,Sebastian VettelVET,Red Bull Racing Renault,60,1:30:35.002,https://www.formula1.com/en/results/2011/races/44/india/race-result
2011,Abu Dhabi,13 Nov 2011,Lewis HamiltonHAM,McLaren Mercedes,55,1:37:11.886,https://www.formula1.com/en/results/2011/races/45/abu-dhabi/race-result
2011,Brazil,27 Nov 2011,Mark WebberWEB,Red Bull Racing Renault,71,1:32:17.464,https://www.formula1.com/en/results/2011/races/46/brazil/race-result
2012,Australia,18 Mar 2012,Jenson ButtonBUT,McLaren Mercedes,58,1:34:09.565,https://www.formula1.com/en/results/2012/races/10/australia/race-result
2012,Malaysia,25 Mar 2012,Fernando AlonsoALO,Ferrari,56,2:44:51.812,https://www.formula1.com/en/results/2012/races/11/malaysia/race-result
2012,China,15 Apr 2012,Nico RosbergROS,Mercedes,56,1:36:26.929,https://www.formula1.com/en/results/2012/races/12/china/race-result
2012,Bahrain,22 Apr 2012,Sebastian VettelVET,Red Bull Racing Renault,57,1:35:10.990,https://www.formula1.com/en/results/2012/races/13/bahrain/race-result
2012,Spain,13 May 2012,Pastor MaldonadoMAL,Williams Renault,66,1:39:09.145,https://www.formula1.com/en/results/2012/races/14/spain/race-result
2012,Monaco,27 May 2012,Mark WebberWEB,Red Bull Racing Renault,78,1:46:06.557,https://www.formula1.com/en/results/2012/races/15/monaco/race-result
2012,Canada,10 Jun 2012,Lewis HamiltonHAM,McLaren Mercedes,70,1:32:29.586,https://www.formula1.com/en/results/2012/races/16/canada/race-result
2012,Europe,24 Jun 2012,Fernando AlonsoALO,Ferrari,57,1:44:16.649,https://www.formula1.com/en/results/2012/races/17/europe/race-result
2012,Great Britain,08 Jul 2012,Mark WebberWEB,Red Bull Racing Renault,52,1:25:11.288,https://www.formula1.com/en/results/2012/races/4/great-britain/race-result
2012,Germany,22 Jul 2012,Fernando AlonsoALO,Ferrari,67,1:31:05.862,https://www.formula1.com/en/results/2012/races/18/germany/race-result
2012,Hungary,29 Jul 2012,Lewis HamiltonHAM,McLaren Mercedes,69,1:41:05.503,https://www.formula1.com/en/results/2012/races/1/hungary/race-result
2012,Belgium,02 Sep 2012,Jenson ButtonBUT,McLaren Mercedes,44,1:29:08.530,https://www.formula1.com/en/results/2012/races/19/belgium/race-result
2012,Italy,09 Sep 2012,Lewis HamiltonHAM,McLaren Mercedes,53,1:19:41.221,https://www.formula1.com/en/results/2012/races/20/italy/race-result
2012,Singapore,23 Sep 2012,Sebastian VettelVET,Red Bull Racing Renault,59,2:00:26.144,https://www.formula1.com/en/results/2012/races/21/singapore/race-result
2012,Japan,07 Oct 2012,Sebastian VettelVET,Red Bull Racing Renault,53,1:28:56.242,https://www.formula1.com/en/results/2012/races/22/japan/race-result
2012,South Korea,14 Oct 2012,Sebastian VettelVET,Red Bull Racing Renault,55,1:36:28.651,https://www.formula1.com/en/results/2012/races/23/south-korea/race-result
2012,India,28 Oct 2012,Sebastian VettelVET,Red Bull Racing Renault,60,1:31:10.744,https://www.formula1.com/en/results/2012/races/24/india/race-result
2012,Abu Dhabi,04 Nov 2012,Kimi RäikkönenRAI,Lotus Renault,55,1:45:58.667,https://www.formula1.com/en/results/2012/races/25/abu-dhabi/race-result
2012,United States,18 Nov 2012,Lewis HamiltonHAM,McLaren Mercedes,56,1:35:55.269,https://www.formula1.com/en/results/2012/races/26/united-states/race-result
2012,Brazil,25 Nov 2012,Jenson ButtonBUT,McLaren Mercedes,71,1:45:22.656,https://www.formula1.com/en/results/2012/races/27/brazil/race-result
2013,Australia,17 Mar 2013,Kimi RäikkönenRAI,Lotus Renault,58,1:30:03.225,https://www.formula1.com/en/results/2013/races/879/australia/race-result
2013,Malaysia,24 Mar 2013,Sebastian VettelVET,Red Bull Racing Renault,56,1:38:56.681,https://www.formula1.com/en/results/2013/races/880/malaysia/race-result
2013,China,14 Apr 2013,Fernando AlonsoALO,Ferrari,56,1:36:26.945,https://www.formula1.com/en/results/2013/races/881/china/race-result
2013,Bahrain,21 Apr 2013,Sebastian VettelVET,Red Bull Racing Renault,57,1:36:00.498,https://www.formula1.com/en/results/2013/races/882/bahrain/race-result
2013,Spain,12 May 2013,Fernando AlonsoALO,Ferrari,66,1:39:16.596,https://www.formula1.com/en/results/2013/races/883/spain/race-result
2013,Monaco,26 May 2013,Nico RosbergROS,Mercedes,78,2:17:52.056,https://www.formula1.com/en/results/2013/races/884/monaco/race-result
2013,Canada,09 Jun 2013,Sebastian VettelVET,Red Bull Racing Renault,70,1:32:09.143,https://www.formula1.com/en/results/2013/races/885/canada/race-result
2013,Great Britain,30 Jun 2013,Nico RosbergROS,Mercedes,52,1:32:59.456,https://www.formula1.com/en/results/2013/races/886/great-britain/race-result
2013,Germany,07 Jul 2013,Sebastian VettelVET,Red Bull Racing Renault,60,1:41:14.711,https://www.formula1.com/en/results/2013/races/887/germany/race-result
2013,Hungary,28 Jul 2013,Lewis HamiltonHAM,Mercedes,70,1:42:29.445,https://www.formula1.com/en/results/2013/races/888/hungary/race-result
2013,Belgium,25 Aug 2013,Sebastian VettelVET,Red Bull Racing Renault,44,1:23:42.196,https://www.formula1.com/en/results/2013/races/889/belgium/race-result
2013,Italy,08 Sep 2013,Sebastian VettelVET,Red Bull Racing Renault,53,1:18:33.352,https://www.formula1.com/en/results/2013/races/890/italy/race-result
2013,Singapore,22 Sep 2013,Sebastian VettelVET,Red Bull Racing Renault,61,1:59:13.132,https://www.formula1.com/en/results/2013/races/891/singapore/race-result
2013,South Korea,06 Oct 2013,Sebastian VettelVET,Red Bull Racing Renault,55,1:43:13.701,https://www.formula1.com/en/results/2013/races/892/south-korea/race-result
2013,Japan,13 Oct 2013,Sebastian VettelVET,Red Bull Racing Renault,53,1:26:49.301,https://www.formula1.com/en/results/2013/races/893/japan/race-result
2013,India,27 Oct 2013,Sebastian VettelVET,Red Bull Racing Renault,60,1:31:12.187,https://www.formula1.com/en/results/2013/races/894/india/race-result
2013,Abu Dhabi,03 Nov 2013,Sebastian VettelVET,Red Bull Racing Renault,55,1:38:06.106,https://www.formula1.com/en/results/2013/races/895/abu-dhabi/race-result
2013,United States,17 Nov 2013,Sebastian VettelVET,Red Bull Racing Renault,56,1:39:17.148,https://www.formula1.com/en/results/2013/races/896/united-states/race-result
2013,Brazil,24 Nov 2013,Sebastian VettelVET,Red Bull Racing Renault,71,1:32:36.300,https://www.formula1.com/en/results/2013/races/897/brazil/race-result
2014,Australia,16 Mar 2014,Nico RosbergROS,Mercedes,57,1:32:58.710,https://www.formula1.com/en/results/2014/races/898/australia/race-result
2014,Malaysia,30 Mar 2014,Lewis HamiltonHAM,Mercedes,56,1:40:25.974,https://www.formula1.com/en/results/2014/races/899/malaysia/race-result
2014,Bahrain,06 Apr 2014,Lewis HamiltonHAM,Mercedes,57,1:39:42.743,https://www.formula1.com/en/results/2014/races/900/bahrain/race-result
2014,China,20 Apr 2014,Lewis HamiltonHAM,Mercedes,54,1:33:28.338,https://www.formula1.com/en/results/2014/races/901/china/race-result
2014,Spain,11 May 2014,Lewis HamiltonHAM,Mercedes,66,1:41:05.155,https://www.formula1.com/en/results/2014/races/902/spain/race-result
2014,Monaco,25 May 2014,Nico RosbergROS,Mercedes,78,1:49:27.661,https://www.formula1.com/en/results/2014/races/903/monaco/race-result
2014,Canada,08 Jun 2014,Daniel RicciardoRIC,Red Bull Racing Renault,70,1:39:12.830,https://www.formula1.com/en/results/2014/races/904/canada/race-result
2014,Austria,22 Jun 2014,Nico RosbergROS,Mercedes,71,1:27:54.976,https://www.formula1.com/en/results/2014/races/905/austria/race-result
2014,Great Britain,06 Jul 2014,Lewis HamiltonHAM,Mercedes,52,2:26:52.094,https://www.formula1.com/en/results/2014/races/906/great-britain/race-result
2014,Germany,20 Jul 2014,Nico RosbergROS,Mercedes,67,1:33:42.914,https://www.formula1.com/en/results/2014/races/907/germany/race-result
2014,Hungary,27 Jul 2014,Daniel RicciardoRIC,Red Bull Racing Renault,70,1:53:05.058,https://www.formula1.com/en/results/2014/races/908/hungary/race-result
2014,Belgium,24 Aug 2014,Daniel RicciardoRIC,Red Bull Racing Renault,44,1:24:36.556,https://www.formula1.com/en/results/2014/races/909/belgium/race-result
2014,Italy,07 Sep 2014,Lewis HamiltonHAM,Mercedes,53,1:19:10.236,https://www.formula1.com/en/results/2014/races/910/italy/race-result
2014,Singapore,21 Sep 2014,Lewis HamiltonHAM,Mercedes,60,2:00:04.795,https://www.formula1.com/en/results/2014/races/911/singapore/race-result
2014,Japan,05 Oct 2014,Lewis HamiltonHAM,Mercedes,44,1:51:43.021,https://www.formula1.com/en/results/2014/races/912/japan/race-result
2014,Russia,21 Oct 2014,Lewis HamiltonHAM,Mercedes,53,1:31:50.744,https://www.formula1.com/en/results/2014/races/913/russia/race-result
2014,United States,02 Nov 2014,Lewis HamiltonHAM,Mercedes,56,1:40:04.785,https://www.formula1.com/en/results/2014/races/914/united-states/race-result
2014,Brazil,09 Nov 2014,Nico RosbergROS,Mercedes,71,1:30:02.555,https://www.formula1.com/en/results/2014/races/915/brazil/race-result
2014,Abu Dhabi,23 Nov 2014,Lewis HamiltonHAM,Mercedes,55,1:39:02.619,https://www.formula1.com/en/results/2014/races/916/abu-dhabi/race-result
2015,Australia,15 Mar 2015,Lewis HamiltonHAM,Mercedes,58,1:31:54.067,https://www.formula1.com/en/results/2015/races/917/australia/race-result
2015,Malaysia,29 Mar 2015,Sebastian VettelVET,Ferrari,56,1:41:05.793,https://www.formula1.com/en/results/2015/races/918/malaysia/race-result
2015,China,12 Apr 2015,Lewis HamiltonHAM,Mercedes,56,1:39:42.008,https://www.formula1.com/en/results/2015/races/919/china/race-result
2015,Bahrain,19 Apr 2015,Lewis HamiltonHAM,Mercedes,57,1:35:05.809,https://www.formula1.com/en/results/2015/races/920/bahrain/race-result
2015,Spain,10 May 2015,Nico RosbergROS,Mercedes,66,1:41:12.555,https://www.formula1.com/en/results/2015/races/921/spain/race-result
2015,Monaco,24 May 2015,Nico RosbergROS,Mercedes,78,1:49:18.420,https://www.formula1.com/en/results/2015/races/922/monaco/race-result
2015,Canada,07 Jun 2015,Lewis HamiltonHAM,Mercedes,70,1:31:53.145,https://www.formula1.com/en/results/2015/races/923/canada/race-result
2015,Austria,21 Jun 2015,Nico RosbergROS,Mercedes,71,1:30:16.930,https://www.formula1.com/en/results/2015/races/924/austria/race-result
2015,Great Britain,05 Jul 2015,Lewis HamiltonHAM,Mercedes,52,1:31:27.729,https://www.formula1.com/en/results/2015/races/925/great-britain/race-result
2015,Hungary,26 Jul 2015,Sebastian VettelVET,Ferrari,69,1:46:09.985,https://www.formula1.com/en/results/2015/races/927/hungary/race-result
2015,Belgium,23 Aug 2015,Lewis HamiltonHAM,Mercedes,43,1:23:40.387,https://www.formula1.com/en/results/2015/races/928/belgium/race-result
2015,Italy,06 Sep 2015,Lewis HamiltonHAM,Mercedes,53,1:18:00.688,https://www.formula1.com/en/results/2015/races/929/italy/race-result
2015,Singapore,20 Sep 2015,Sebastian VettelVET,Ferrari,61,2:01:22.118,https://www.formula1.com/en/results/2015/races/930/singapore/race-result
2015,Japan,27 Sep 2015,Lewis HamiltonHAM,Mercedes,53,1:28:06.508,https://www.formula1.com/en/results/2015/races/931/japan/race-result
2015,Russia,11 Oct 2015,Lewis HamiltonHAM,Mercedes,53,1:37:11.024,https://www.formula1.com/en/results/2015/races/932/russia/race-result
2015,United States,25 Oct 2015,Lewis HamiltonHAM,Mercedes,56,1:50:52.703,https://www.formula1.com/en/results/2015/races/933/united-states/race-result
2015,Mexico,01 Nov 2015,Nico RosbergROS,Mercedes,71,1:42:35.038,https://www.formula1.com/en/results/2015/races/934/mexico/race-result
2015,Brazil,15 Nov 2015,Nico RosbergROS,Mercedes,71,1:31:09.090,https://www.formula1.com/en/results/2015/races/935/brazil/race-result
2015,Abu Dhabi,29 Nov 2015,Nico RosbergROS,Mercedes,55,1:38:30.175,https://www.formula1.com/en/results/2015/races/936/abu-dhabi/race-result
2016,Australia,20 Mar 2016,Nico RosbergROS,Mercedes,57,1:48:15.565,https://www.formula1.com/en/results/2016/races/938/australia/race-result
2016,Bahrain,03 Apr 2016,Nico RosbergROS,Mercedes,57,1:33:34.696,https://www.formula1.com/en/results/2016/races/939/bahrain/race-result
2016,China,17 Apr 2016,Nico RosbergROS,Mercedes,56,1:38:53.891,https://www.formula1.com/en/results/2016/races/940/china/race-result
2016,Russia,01 May 2016,Nico RosbergROS,Mercedes,53,1:32:41.997,https://www.formula1.com/en/results/2016/races/941/russia/race-result
2016,Spain,15 May 2016,Max VerstappenVER,Red Bull Racing TAG Heuer,66,1:41:40.017,https://www.formula1.com/en/results/2016/races/942/spain/race-result
2016,Monaco,29 May 2016,Lewis HamiltonHAM,Mercedes,78,1:59:29.133,https://www.formula1.com/en/results/2016/races/943/monaco/race-result
2016,Canada,12 Jun 2016,Lewis HamiltonHAM,Mercedes,70,1:31:05.296,https://www.formula1.com/en/results/2016/races/944/canada/race-result
2016,Europe,19 Jun 2016,Nico RosbergROS,Mercedes,51,1:32:52.366,https://www.formula1.com/en/results/2016/races/958/europe/race-result
2016,Austria,03 Jul 2016,Lewis HamiltonHAM,Mercedes,71,1:27:38.107,https://www.formula1.com/en/results/2016/races/945/austria/race-result
2016,Great Britain,10 Jul 2016,Lewis HamiltonHAM,Mercedes,52,1:34:55.831,https://www.formula1.com/en/results/2016/races/946/great-britain/race-result
2016,Hungary,24 Jul 2016,Lewis HamiltonHAM,Mercedes,70,1:40:30.115,https://www.formula1.com/en/results/2016/races/947/hungary/race-result
2016,Germany,31 Jul 2016,Lewis HamiltonHAM,Mercedes,67,1:30:44.200,https://www.formula1.com/en/results/2016/races/948/germany/race-result
2016,Belgium,28 Aug 2016,Nico RosbergROS,Mercedes,44,1:44:51.058,https://www.formula1.com/en/results/2016/races/949/belgium/race-result
2016,Italy,04 Sep 2016,Nico RosbergROS,Mercedes,53,1:17:28.089,https://www.formula1.com/en/results/2016/races/950/italy/race-result
2016,Singapore,18 Sep 2016,Nico RosbergROS,Mercedes,61,1:55:48.950,https://www.formula1.com/en/results/2016/races/951/singapore/race-result
2016,Malaysia,02 Oct 2016,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,56,1:37:12.776,https://www.formula1.com/en/results/2016/races/952/malaysia/race-result
2016,Japan,09 Oct 2016,Nico RosbergROS,Mercedes,53,1:26:43.333,https://www.formula1.com/en/results/2016/races/953/japan/race-result
2016,United States,23 Oct 2016,Lewis HamiltonHAM,Mercedes,56,1:38:12.618,https://www.formula1.com/en/results/2016/races/954/united-states/race-result
2016,Mexico,30 Oct 2016,Lewis HamiltonHAM,Mercedes,71,1:40:31.402,https://www.formula1.com/en/results/2016/races/955/mexico/race-result
2016,Brazil,13 Nov 2016,Lewis HamiltonHAM,Mercedes,71,3:01:01.335,https://www.formula1.com/en/results/2016/races/956/brazil/race-result
2016,Abu Dhabi,27 Nov 2016,Lewis HamiltonHAM,Mercedes,55,1:38:04.013,https://www.formula1.com/en/results/2016/races/957/abu-dhabi/race-result
2017,Australia,26 Mar 2017,Sebastian VettelVET,Ferrari,57,1:24:11.672,https://www.formula1.com/en/results/2017/races/959/australia/race-result
2017,China,09 Apr 2017,Lewis HamiltonHAM,Mercedes,56,1:37:36.158,https://www.formula1.com/en/results/2017/races/960/china/race-result
2017,Bahrain,16 Apr 2017,Sebastian VettelVET,Ferrari,57,1:33:53.374,https://www.formula1.com/en/results/2017/races/961/bahrain/race-result
2017,Russia,30 Apr 2017,Valtteri BottasBOT,Mercedes,52,1:28:08.743,https://www.formula1.com/en/results/2017/races/962/russia/race-result
2017,Spain,14 May 2017,Lewis HamiltonHAM,Mercedes,66,1:35:56.497,https://www.formula1.com/en/results/2017/races/963/spain/race-result
2017,Monaco,28 May 2017,Sebastian VettelVET,Ferrari,78,1:44:44.340,https://www.formula1.com/en/results/2017/races/964/monaco/race-result
2017,Canada,11 Jun 2017,Lewis HamiltonHAM,Mercedes,70,1:33:05.154,https://www.formula1.com/en/results/2017/races/965/canada/race-result
2017,Azerbaijan,25 Jun 2017,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,51,2:03:55.573,https://www.formula1.com/en/results/2017/races/966/azerbaijan/race-result
2017,Austria,09 Jul 2017,Valtteri BottasBOT,Mercedes,71,1:21:48.523,https://www.formula1.com/en/results/2017/races/967/austria/race-result
2017,Great Britain,16 Jul 2017,Lewis HamiltonHAM,Mercedes,51,1:21:27.430,https://www.formula1.com/en/results/2017/races/968/great-britain/race-result
2017,Hungary,30 Jul 2017,Sebastian VettelVET,Ferrari,70,1:39:46.713,https://www.formula1.com/en/results/2017/races/969/hungary/race-result
2017,Belgium,27 Aug 2017,Lewis HamiltonHAM,Mercedes,44,1:24:42.820,https://www.formula1.com/en/results/2017/races/970/belgium/race-result
2017,Italy,03 Sep 2017,Lewis HamiltonHAM,Mercedes,53,1:15:32.312,https://www.formula1.com/en/results/2017/races/971/italy/race-result
2017,Singapore,17 Sep 2017,Lewis HamiltonHAM,Mercedes,58,2:03:23.544,https://www.formula1.com/en/results/2017/races/972/singapore/race-result
2017,Malaysia,01 Oct 2017,Max VerstappenVER,Red Bull Racing TAG Heuer,56,1:30:01.290,https://www.formula1.com/en/results/2017/races/973/malaysia/race-result
2017,Japan,08 Oct 2017,Lewis HamiltonHAM,Mercedes,53,1:27:31.194,https://www.formula1.com/en/results/2017/races/974/japan/race-result
2017,United States,22 Oct 2017,Lewis HamiltonHAM,Mercedes,56,1:33:50.991,https://www.formula1.com/en/results/2017/races/975/united-states/race-result
2017,Mexico,29 Oct 2017,Max VerstappenVER,Red Bull Racing TAG Heuer,71,1:36:26.552,https://www.formula1.com/en/results/2017/races/976/mexico/race-result
2017,Brazil,12 Nov 2017,Sebastian VettelVET,Ferrari,71,1:31:26.262,https://www.formula1.com/en/results/2017/races/977/brazil/race-result
2017,Abu Dhabi,26 Nov 2017,Valtteri BottasBOT,Mercedes,55,1:34:14.062,https://www.formula1.com/en/results/2017/races/978/abu-dhabi/race-result
2018,Australia,25 Mar 2018,Sebastian VettelVET,Ferrari,58,1:29:33.283,https://www.formula1.com/en/results/2018/races/979/australia/race-result
2018,Bahrain,08 Apr 2018,Sebastian VettelVET,Ferrari,57,1:32:01.940,https://www.formula1.com/en/results/2018/races/980/bahrain/race-result
2018,China,15 Apr 2018,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,56,1:35:36.380,https://www.formula1.com/en/results/2018/races/981/china/race-result
2018,Azerbaijan,29 Apr 2018,Lewis HamiltonHAM,Mercedes,51,1:43:44.291,https://www.formula1.com/en/results/2018/races/982/azerbaijan/race-result
2018,Spain,13 May 2018,Lewis HamiltonHAM,Mercedes,66,1:35:29.972,https://www.formula1.com/en/results/2018/races/983/spain/race-result
2018,Monaco,27 May 2018,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,78,1:42:54.807,https://www.formula1.com/en/results/2018/races/984/monaco/race-result
2018,Canada,10 Jun 2018,Sebastian VettelVET,Ferrari,68,1:28:31.377,https://www.formula1.com/en/results/2018/races/985/canada/race-result
2018,France,24 Jun 2018,Lewis HamiltonHAM,Mercedes,53,1:30:11.385,https://www.formula1.com/en/results/2018/races/986/france/race-result
2018,Austria,01 Jul 2018,Max VerstappenVER,Red Bull Racing TAG Heuer,71,1:21:56.024,https://www.formula1.com/en/results/2018/races/987/austria/race-result
2018,Great Britain,08 Jul 2018,Sebastian VettelVET,Ferrari,52,1:27:29.784,https://www.formula1.com/en/results/2018/races/988/great-britain/race-result
2018,Germany,22 Jul 2018,Lewis HamiltonHAM,Mercedes,67,1:32:29.845,https://www.formula1.com/en/results/2018/races/989/germany/race-result
2018,Hungary,29 Jul 2018,Lewis HamiltonHAM,Mercedes,70,1:37:16.427,https://www.formula1.com/en/results/2018/races/990/hungary/race-result
2018,Belgium,26 Aug 2018,Sebastian VettelVET,Ferrari,44,1:23:34.476,https://www.formula1.com/en/results/2018/races/991/belgium/race-result
2018,Italy,02 Sep 2018,Lewis HamiltonHAM,Mercedes,53,1:16:54.484,https://www.formula1.com/en/results/2018/races/992/italy/race-result
2018,Singapore,16 Sep 2018,Lewis HamiltonHAM,Mercedes,61,1:51:11.611,https://www.formula1.com/en/results/2018/races/993/singapore/race-result
2018,Russia,30 Sep 2018,Lewis HamiltonHAM,Mercedes,53,1:27:25.181,https://www.formula1.com/en/results/2018/races/994/russia/race-result
2018,Japan,07 Oct 2018,Lewis HamiltonHAM,Mercedes,53,1:27:17.062,https://www.formula1.com/en/results/2018/races/995/japan/race-result
2018,United States,21 Oct 2018,Kimi RäikkönenRAI,Ferrari,56,1:34:18.643,https://www.formula1.com/en/results/2018/races/996/united-states/race-result
2018,Mexico,28 Oct 2018,Max VerstappenVER,Red Bull Racing TAG Heuer,71,1:38:28.851,https://www.formula1.com/en/results/2018/races/997/mexico/race-result
2018,Brazil,11 Nov 2018,Lewis HamiltonHAM,Mercedes,71,1:27:09.066,https://www.formula1.com/en/results/2018/races/998/brazil/race-result
2018,Abu Dhabi,25 Nov 2018,Lewis HamiltonHAM,Mercedes,55,1:39:40.382,https://www.formula1.com/en/results/2018/races/999/abu-dhabi/race-result
2019,Australia,17 Mar 2019,Valtteri BottasBOT,Mercedes,58,1:25:27.325,https://www.formula1.com/en/results/2019/races/1000/australia/race-result
2019,Bahrain,31 Mar 2019,Lewis HamiltonHAM,Mercedes,57,1:34:21.295,https://www.formula1.com/en/results/2019/races/1001/bahrain/race-result
2019,China,14 Apr 2019,Lewis HamiltonHAM,Mercedes,56,1:32:06.350,https://www.formula1.com/en/results/2019/races/1002/china/race-result
2019,Azerbaijan,28 Apr 2019,Valtteri BottasBOT,Mercedes,51,1:31:52.942,https://www.formula1.com/en/results/2019/races/1003/azerbaijan/race-result
2019,Spain,12 May 2019,Lewis HamiltonHAM,Mercedes,66,1:35:50.443,https://www.formula1.com/en/results/2019/races/1004/spain/race-result
2019,Monaco,26 May 2019,Lewis HamiltonHAM,Mercedes,78,1:43:28.437,https://www.formula1.com/en/results/2019/races/1005/monaco/race-result
2019,Canada,09 Jun 2019,Lewis HamiltonHAM,Mercedes,70,1:29:07.084,https://www.formula1.com/en/results/2019/races/1006/canada/race-result
2019,France,23 Jun 2019,Lewis HamiltonHAM,Mercedes,53,1:24:31.198,https://www.formula1.com/en/results/2019/races/1007/france/race-result
2019,Austria,30 Jun 2019,Max VerstappenVER,Red Bull Racing Honda,71,1:22:01.822,https://www.formula1.com/en/results/2019/races/1008/austria/race-result
2019,Great Britain,14 Jul 2019,Lewis HamiltonHAM,Mercedes,52,1:21:08.452,https://www.formula1.com/en/results/2019/races/1009/great-britain/race-result
2019,Germany,28 Jul 2019,Max VerstappenVER,Red Bull Racing Honda,64,1:44:31.275,https://www.formula1.com/en/results/2019/races/1010/germany/race-result
2019,Hungary,04 Aug 2019,Lewis HamiltonHAM,Mercedes,70,1:35:03.796,https://www.formula1.com/en/results/2019/races/1011/hungary/race-result
2019,Belgium,01 Sep 2019,Charles LeclercLEC,Ferrari,44,1:23:45.710,https://www.formula1.com/en/results/2019/races/1012/belgium/race-result
2019,Italy,08 Sep 2019,Charles LeclercLEC,Ferrari,53,1:15:26.665,https://www.formula1.com/en/results/2019/races/1013/italy/race-result
2019,Singapore,22 Sep 2019,Sebastian VettelVET,Ferrari,61,1:58:33.667,https://www.formula1.com/en/results/2019/races/1014/singapore/race-result
2019,Russia,29 Sep 2019,Lewis HamiltonHAM,Mercedes,53,1:33:38.992,https://www.formula1.com/en/results/2019/races/1015/russia/race-result
2019,Japan,13 Oct 2019,Valtteri BottasBOT,Mercedes,52,1:21:46.755,https://www.formula1.com/en/results/2019/races/1016/japan/race-result
2019,Mexico,27 Oct 2019,Lewis HamiltonHAM,Mercedes,71,1:36:48.904,https://www.formula1.com/en/results/2019/races/1017/mexico/race-result
2019,United States,03 Nov 2019,Valtteri BottasBOT,Mercedes,56,1:33:55.653,https://www.formula1.com/en/results/2019/races/1018/united-states/race-result
2019,Brazil,17 Nov 2019,Max VerstappenVER,Red Bull Racing Honda,71,1:33:14.678,https://www.formula1.com/en/results/2019/races/1019/brazil/race-result
2019,Abu Dhabi,01 Dec 2019,Lewis HamiltonHAM,Mercedes,55,1:34:05.715,https://www.formula1.com/en/results/2019/races/1020/abu-dhabi/race-result
2020,Austria,05 Jul 2020,Valtteri BottasBOT,Mercedes,71,1:30:55.739,https://www.formula1.com/en/results/2020/races/1045/austria/race-result
2020,Styria,12 Jul 2020,Lewis HamiltonHAM,Mercedes,71,1:22:50.683,https://www.formula1.com/en/results/2020/races/1046/styria/race-result
2020,Hungary,19 Jul 2020,Lewis HamiltonHAM,Mercedes,70,1:36:12.473,https://www.formula1.com/en/results/2020/races/1047/hungary/race-result
2020,Great Britain,02 Aug 2020,Lewis HamiltonHAM,Mercedes,52,1:28:01.283,https://www.formula1.com/en/results/2020/races/1048/great-britain/race-result
2020,70th Anniversary,09 Aug 2020,Max VerstappenVER,Red Bull Racing Honda,52,1:19:41.993,https://www.formula1.com/en/results/2020/races/1049/70th-anniversary/race-result
2020,Spain,16 Aug 2020,Lewis HamiltonHAM,Mercedes,66,1:31:45.279,https://www.formula1.com/en/results/2020/races/1050/spain/race-result
2020,Belgium,30 Aug 2020,Lewis HamiltonHAM,Mercedes,44,1:24:08.761,https://www.formula1.com/en/results/2020/races/1051/belgium/race-result
2020,Italy,06 Sep 2020,Pierre GaslyGAS,AlphaTauri Honda,53,1:47:06.056,https://www.formula1.com/en/results/2020/races/1052/italy/race-result
2020,Tuscany,13 Sep 2020,Lewis HamiltonHAM,Mercedes,59,2:19:35.060,https://www.formula1.com/en/results/2020/races/1053/tuscany/race-result
2020,Russia,27 Sep 2020,Valtteri BottasBOT,Mercedes,53,1:34:00.364,https://www.formula1.com/en/results/2020/races/1054/russia/race-result
2020,Eifel,11 Oct 2020,Lewis HamiltonHAM,Mercedes,60,1:35:49.641,https://www.formula1.com/en/results/2020/races/1055/eifel/race-result
2020,Portugal,25 Oct 2020,Lewis HamiltonHAM,Mercedes,66,1:29:56.828,https://www.formula1.com/en/results/2020/races/1056/portugal/race-result
2020,Emilia-Romagna,01 Nov 2020,Lewis HamiltonHAM,Mercedes,63,1:28:32.430,https://www.formula1.com/en/results/2020/races/1057/emilia-romagna/race-result
2020,Turkey,15 Nov 2020,Lewis HamiltonHAM,Mercedes,58,1:42:19.313,https://www.formula1.com/en/results/2020/races/1058/turkey/race-result
2020,Bahrain,29 Nov 2020,Lewis HamiltonHAM,Mercedes,57,2:59:47.515,https://www.formula1.com/en/results/2020/races/1059/bahrain/race-result
